"No.","Time","Source","Destination","Protocol","Length","Info"
"1685","27.562123","192.168.88.239","52.46.153.232","TLSv1.2","332","Application Data"
"1686","27.563606","192.168.88.239","52.46.153.232","TCP","332","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=80604 Ack=73838 Win=8439 Len=278"
"1687","27.569691","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=80326 Win=7328 Len=0"
"1688","27.571624","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 1687#1] 443  >  53326 [ACK] Seq=73838 Ack=80326 Win=7328 Len=0"
"1689","27.572826","192.168.88.239","52.46.153.232","TLSv1.2","252","Application Data"
"1690","27.573958","192.168.88.239","52.46.153.232","TCP","252","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=80882 Ack=73838 Win=8439 Len=198"
"1691","27.583495","192.168.88.239","52.46.153.232","TLSv1.2","332","Application Data"
"1692","27.585003","192.168.88.239","52.46.153.232","TCP","332","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=81080 Ack=73838 Win=8439 Len=278"
"1693","27.587625","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=80882 Win=7328 Len=0"
"1694","27.589044","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 1693#1] 443  >  53326 [ACK] Seq=73838 Ack=80882 Win=7328 Len=0"
"1695","27.593945","192.168.88.239","52.46.153.232","TLSv1.2","332","Application Data"
"1696","27.595154","192.168.88.239","52.46.153.232","TCP","332","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=81358 Ack=73838 Win=8439 Len=278"
"1697","27.604469","192.168.88.239","52.46.153.232","TLSv1.2","332","Application Data"
"1698","27.605705","192.168.88.239","52.46.153.232","TCP","332","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=81636 Ack=73838 Win=8439 Len=278"
"1699","27.610340","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=81358 Win=7376 Len=0"
"1700","27.611749","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 1699#1] 443  >  53326 [ACK] Seq=73838 Ack=81358 Win=7376 Len=0"
"1701","27.615900","192.168.88.239","52.46.153.232","TLSv1.2","332","Application Data"
"1702","27.618656","192.168.88.239","52.46.153.232","TCP","332","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=81914 Ack=73838 Win=8439 Len=278"
"1703","27.625552","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1704","27.626810","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=82192 Ack=73838 Win=8439 Len=118"
"1705","27.633622","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=81914 Win=7376 Len=0"
"1706","27.635044","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 1705#1] 443  >  53326 [ACK] Seq=73838 Ack=81914 Win=7376 Len=0"
"1707","27.636032","192.168.88.239","52.46.153.232","TLSv1.2","332","Application Data"
"1708","27.637143","192.168.88.239","52.46.153.232","TCP","332","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=82310 Ack=73838 Win=8439 Len=278"
"1709","27.649935","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=82310 Win=7376 Len=0"
"1710","27.651331","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 1709#1] 443  >  53326 [ACK] Seq=73838 Ack=82310 Win=7376 Len=0"
"1711","27.670211","192.168.88.239","52.46.153.232","TLSv1.2","332","Application Data"
"1712","27.673178","192.168.88.239","52.46.153.232","TLSv1.2","332","Application Data"
"1713","27.673198","192.168.88.239","52.46.153.232","TLSv1.2","412","Application Data"
"1714","27.673216","192.168.88.239","52.46.153.232","TCP","332","[TCP Out-Of-Order] 53326  >  443 [PSH, ACK] Seq=82588 Ack=73838 Win=8439 Len=278"
"1715","27.675006","192.168.88.239","52.46.153.232","TCP","332","[TCP Out-Of-Order] 53326  >  443 [PSH, ACK] Seq=82866 Ack=73838 Win=8439 Len=278"
"1716","27.677876","192.168.88.239","52.46.153.232","TCP","412","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=83144 Ack=73838 Win=8439 Len=358"
"1717","27.677927","192.168.88.239","52.46.153.232","TLSv1.2","252","Application Data"
"1718","27.678921","192.168.88.239","52.46.153.232","TCP","252","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=83502 Ack=73838 Win=8439 Len=198"
"1719","27.694510","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=82866 Win=7376 Len=0"
"1720","27.696165","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 1719#1] 443  >  53326 [ACK] Seq=73838 Ack=82866 Win=7376 Len=0"
"1721","27.698311","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1722","27.699294","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=83700 Ack=73838 Win=8439 Len=118"
"1723","27.703595","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=83502 Win=7420 Len=0"
"1724","27.705017","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 1723#1] 443  >  53326 [ACK] Seq=73838 Ack=83502 Win=7420 Len=0"
"1725","27.722936","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=83818 Win=7468 Len=0"
"1726","27.724395","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 1725#1] 443  >  53326 [ACK] Seq=73838 Ack=83818 Win=7468 Len=0"
"1727","27.729039","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1728","27.730155","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=83818 Ack=73838 Win=8439 Len=118"
"1729","27.739504","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1730","27.740406","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=83936 Ack=73838 Win=8439 Len=118"
"1731","27.760319","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1732","27.761421","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=84054 Ack=73838 Win=8439 Len=118"
"1733","27.762654","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=84054 Win=7468 Len=0"
"1734","27.764167","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 1733#1] 443  >  53326 [ACK] Seq=73838 Ack=84054 Win=7468 Len=0"
"1735","27.791010","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1736","27.792053","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=84172 Ack=73838 Win=8439 Len=118"
"1737","27.811671","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1738","27.812764","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=84290 Ack=73838 Win=8439 Len=118"
"1739","27.815684","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=84290 Win=7468 Len=0"
"1740","27.817127","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 1739#1] 443  >  53326 [ACK] Seq=73838 Ack=84290 Win=7468 Len=0"
"1741","27.822192","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1742","27.823176","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=84408 Ack=73838 Win=8439 Len=118"
"1743","27.832830","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1744","27.834038","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=84526 Ack=73838 Win=8439 Len=118"
"1745","27.845573","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=84526 Win=7468 Len=0"
"1746","27.847064","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 1745#1] 443  >  53326 [ACK] Seq=73838 Ack=84526 Win=7468 Len=0"
"1747","27.873717","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1748","27.874851","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=84644 Ack=73838 Win=8439 Len=118"
"1749","27.897488","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=84762 Win=7468 Len=0"
"1750","27.900835","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 1749#1] 443  >  53326 [ACK] Seq=73838 Ack=84762 Win=7468 Len=0"
"1751","27.907597","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1752","27.907768","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1753","27.908896","192.168.88.239","52.46.153.232","TCP","172","[TCP Out-Of-Order] 53326  >  443 [PSH, ACK] Seq=84762 Ack=73838 Win=8439 Len=118"
"1754","27.909119","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=84880 Ack=73838 Win=8439 Len=118"
"1755","27.925320","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1756","27.926333","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=84998 Ack=73838 Win=8439 Len=118"
"1757","27.935688","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=84998 Win=7468 Len=0"
"1758","27.937135","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 1757#1] 443  >  53326 [ACK] Seq=73838 Ack=84998 Win=7468 Len=0"
"1759","27.946029","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1760","27.947080","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=85116 Ack=73838 Win=8439 Len=118"
"1761","27.966693","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1762","27.967797","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=85234 Ack=73838 Win=8439 Len=118"
"1763","27.970076","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=85234 Win=7468 Len=0"
"1764","27.971452","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 1763#1] 443  >  53326 [ACK] Seq=73838 Ack=85234 Win=7468 Len=0"
"1765","27.987367","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1766","27.988446","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=85352 Ack=73838 Win=8439 Len=118"
"1767","28.008584","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1768","28.009579","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=85470 Ack=73838 Win=8439 Len=118"
"1769","28.013706","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=85470 Win=7468 Len=0"
"1770","28.015166","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 1769#1] 443  >  53326 [ACK] Seq=73838 Ack=85470 Win=7468 Len=0"
"1771","28.028932","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1772","28.030057","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=85588 Ack=73838 Win=8439 Len=118"
"1773","28.050126","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1774","28.051112","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=85706 Ack=73838 Win=8439 Len=118"
"1775","28.053853","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=85706 Win=7468 Len=0"
"1776","28.055387","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 1775#1] 443  >  53326 [ACK] Seq=73838 Ack=85706 Win=7468 Len=0"
"1777","28.071014","192.168.88.239","52.46.153.232","TLSv1.2","252","Application Data"
"1778","28.072180","192.168.88.239","52.46.153.232","TCP","252","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=85824 Ack=73838 Win=8439 Len=198"
"1779","28.095553","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=86022 Win=7512 Len=0"
"1780","28.097691","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 1779#1] 443  >  53326 [ACK] Seq=73838 Ack=86022 Win=7512 Len=0"
"1781","28.112099","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1782","28.113157","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=86022 Ack=73838 Win=8439 Len=118"
"1783","28.120364","b8:27:eb:22:a0:16","90:a8:22:04:73:81","ARP","42","192.168.88.1 is at b8:27:eb:22:a0:16"
"1784","28.122550","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1785","28.125473","b8:27:eb:22:a0:16","b8:69:f4:75:d3:a1","ARP","42","192.168.88.239 is at b8:27:eb:22:a0:16"
"1786","28.128127","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=86140 Ack=73838 Win=8439 Len=118"
"1787","28.143815","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1788","28.144774","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=86258 Ack=73838 Win=8439 Len=118"
"1789","28.149979","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=86258 Win=7512 Len=0"
"1790","28.152191","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 1789#1] 443  >  53326 [ACK] Seq=73838 Ack=86258 Win=7512 Len=0"
"1791","28.163877","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1792","28.164807","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=86376 Ack=73838 Win=8439 Len=118"
"1793","28.193976","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=86494 Win=7512 Len=0"
"1794","28.195383","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 1793#1] 443  >  53326 [ACK] Seq=73838 Ack=86494 Win=7512 Len=0"
"1795","28.207611","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1796","28.207780","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1797","28.208968","192.168.88.239","52.46.153.232","TCP","172","[TCP Out-Of-Order] 53326  >  443 [PSH, ACK] Seq=86494 Ack=73838 Win=8439 Len=118"
"1798","28.209192","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=86612 Ack=73838 Win=8439 Len=118"
"1799","28.225794","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1800","28.226745","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=86730 Ack=73838 Win=8439 Len=118"
"1801","28.232134","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=86730 Win=7512 Len=0"
"1802","28.233545","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 1801#1] 443  >  53326 [ACK] Seq=73838 Ack=86730 Win=7512 Len=0"
"1803","28.246949","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1804","28.247849","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=86848 Ack=73838 Win=8439 Len=118"
"1805","28.267437","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1806","28.268873","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=86966 Ack=73838 Win=8439 Len=118"
"1807","28.275732","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=86966 Win=7512 Len=0"
"1808","28.277246","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 1807#1] 443  >  53326 [ACK] Seq=73838 Ack=86966 Win=7512 Len=0"
"1809","28.288332","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1810","28.289925","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=87084 Ack=73838 Win=8439 Len=118"
"1811","28.309946","192.168.88.239","52.46.153.232","TLSv1.2","252","Application Data"
"1812","28.311061","192.168.88.239","52.46.153.232","TCP","252","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=87202 Ack=73838 Win=8439 Len=198"
"1813","28.312172","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=87202 Win=7512 Len=0"
"1814","28.313541","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 1813#1] 443  >  53326 [ACK] Seq=73838 Ack=87202 Win=7512 Len=0"
"1815","28.360262","192.168.88.239","52.46.153.232","TLSv1.2","252","Application Data"
"1816","28.363217","192.168.88.239","52.46.153.232","TCP","252","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=87400 Ack=73838 Win=8439 Len=198"
"1817","28.380679","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1818","28.381702","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=87598 Ack=73838 Win=8439 Len=118"
"1819","28.389100","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=87598 Win=7604 Len=0"
"1820","28.390841","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 1819#1] 443  >  53326 [ACK] Seq=73838 Ack=87598 Win=7604 Len=0"
"1821","28.401372","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1822","28.402617","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=87716 Ack=73838 Win=8439 Len=118"
"1823","28.422124","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1824","28.423531","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=87834 Ack=73838 Win=8439 Len=118"
"1825","28.429725","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=87834 Win=7604 Len=0"
"1826","28.431171","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 1825#1] 443  >  53326 [ACK] Seq=73838 Ack=87834 Win=7604 Len=0"
"1827","28.442628","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1828","28.443623","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=87952 Ack=73838 Win=8439 Len=118"
"1829","28.463420","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1830","28.464374","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=88070 Ack=73838 Win=8439 Len=118"
"1831","28.469599","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=88070 Win=7604 Len=0"
"1832","28.471058","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 1831#1] 443  >  53326 [ACK] Seq=73838 Ack=88070 Win=7604 Len=0"
"1833","28.507890","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1834","28.508835","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=88188 Ack=73838 Win=8439 Len=118"
"1835","28.514995","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1836","28.516176","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=88306 Ack=73838 Win=8439 Len=118"
"1837","28.531940","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=88306 Win=7604 Len=0"
"1838","28.533343","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 1837#1] 443  >  53326 [ACK] Seq=73838 Ack=88306 Win=7604 Len=0"
"1839","28.540567","192.168.88.239","52.46.153.232","TLSv1.2","252","Application Data"
"1840","28.541699","192.168.88.239","52.46.153.232","TCP","252","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=88424 Ack=73838 Win=8439 Len=198"
"1841","28.556373","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1842","28.557455","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=88622 Ack=73838 Win=8439 Len=118"
"1843","28.566187","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=88622 Win=7648 Len=0"
"1844","28.567657","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 1843#1] 443  >  53326 [ACK] Seq=73838 Ack=88622 Win=7648 Len=0"
"1845","28.608720","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1846","28.609709","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=88740 Ack=73838 Win=8439 Len=118"
"1847","28.620145","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1848","28.621327","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=88858 Ack=73838 Win=8439 Len=118"
"1849","28.634305","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=88740 Win=7648 Len=0"
"1850","28.634346","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=88858 Win=7648 Len=0"
"1851","28.635866","52.46.153.232","192.168.88.239","TCP","54","443  >  53326 [ACK] Seq=73838 Ack=88740 Win=7648 Len=0"
"1852","28.636034","52.46.153.232","192.168.88.239","TCP","54","443  >  53326 [ACK] Seq=73838 Ack=88858 Win=7648 Len=0"
"1853","28.636819","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1854","28.640983","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=88976 Ack=73838 Win=8439 Len=118"
"1855","28.643572","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=88976 Win=7648 Len=0"
"1856","28.645169","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 1855#1] 443  >  53326 [ACK] Seq=73838 Ack=88976 Win=7648 Len=0"
"1857","28.652734","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1858","28.653951","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=89094 Ack=73838 Win=8439 Len=118"
"1859","28.657405","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1860","28.658462","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=89212 Ack=73838 Win=8439 Len=118"
"1861","28.663241","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=89094 Win=7648 Len=0"
"1862","28.664991","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 1861#1] 443  >  53326 [ACK] Seq=73838 Ack=89094 Win=7648 Len=0"
"1863","28.681413","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=89212 Win=7648 Len=0"
"1864","28.683521","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=89330 Win=7648 Len=0"
"1865","28.684652","52.46.153.232","192.168.88.239","TCP","54","443  >  53326 [ACK] Seq=73838 Ack=89212 Win=7648 Len=0"
"1866","28.686968","52.46.153.232","192.168.88.239","TCP","54","443  >  53326 [ACK] Seq=73838 Ack=89330 Win=7648 Len=0"
"1867","28.688303","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1868","28.690267","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=89330 Ack=73838 Win=8439 Len=118"
"1869","28.708798","192.168.88.239","52.46.153.232","TLSv1.2","252","Application Data"
"1870","28.709708","192.168.88.239","52.46.153.232","TCP","252","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=89448 Ack=73838 Win=8439 Len=198"
"1871","28.711863","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=89448 Win=7648 Len=0"
"1872","28.713583","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 1871#1] 443  >  53326 [ACK] Seq=73838 Ack=89448 Win=7648 Len=0"
"1873","28.734850","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=89646 Win=7696 Len=0"
"1874","28.739528","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1875","28.746849","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 1873#1] 443  >  53326 [ACK] Seq=73838 Ack=89646 Win=7696 Len=0"
"1876","28.750091","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=89646 Ack=73838 Win=8439 Len=118"
"1877","28.770379","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1878","28.771367","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=89764 Ack=73838 Win=8439 Len=118"
"1879","28.773811","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=89764 Win=7696 Len=0"
"1880","28.775333","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 1879#1] 443  >  53326 [ACK] Seq=73838 Ack=89764 Win=7696 Len=0"
"1881","28.794798","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=89882 Win=7696 Len=0"
"1882","28.796258","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 1881#1] 443  >  53326 [ACK] Seq=73838 Ack=89882 Win=7696 Len=0"
"1883","28.808852","192.168.88.239","52.46.153.232","TLSv1.2","252","Application Data"
"1884","28.809765","192.168.88.239","52.46.153.232","TCP","252","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=89882 Ack=73838 Win=8439 Len=198"
"1885","28.832117","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"1886","28.833614","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=90080 Ack=73838 Win=8439 Len=118"
"1887","28.833958","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=73838 Ack=90080 Win=7740 Len=0"
"1888","28.835271","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 1887#1] 443  >  53326 [ACK] Seq=73838 Ack=90080 Win=7740 Len=0"
"1889","28.844675","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
