"No.","Time","Source","Destination","Protocol","Length","Info"
"903","26.377385","192.168.88.239","176.32.101.52","TLSv1.2","252","Application Data"
"904","26.397396","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"905","26.400893","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=45548 Win=31906 Len=0"
"906","26.409551","b8:69:f4:75:d3:a1","ff:ff:ff:ff:ff:ff","ARP","60","Who has 192.168.88.237? Tell 192.168.88.1"
"907","26.418069","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"908","26.424548","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=45666 Win=31905 Len=0"
"909","26.444363","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"910","26.449612","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=45784 Win=31903 Len=0"
"911","26.460379","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"912","26.473088","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=45902 Win=31901 Len=0"
"913","26.481060","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"914","26.482925","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=46020 Win=31899 Len=0"
"915","26.502535","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"916","26.521572","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=46138 Win=31897 Len=0"
"917","26.522379","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"918","26.534929","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=46256 Win=31895 Len=0"
"919","26.543106","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"920","26.543776","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=46374 Win=31893 Len=0"
"921","26.553597","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"922","26.575127","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"923","26.582611","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=46492 Win=31892 Len=0"
"924","26.582648","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=46610 Win=31890 Len=0"
"925","26.605740","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=46728 Win=31888 Len=0"
"926","26.614176","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"927","26.616392","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"928","26.635097","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=46846 Win=31886 Len=0"
"929","26.636929","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"930","26.639093","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=46964 Win=31884 Len=0"
"931","26.657725","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"932","26.659710","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=47082 Win=31882 Len=0"
"933","26.678471","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"934","26.681040","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=47200 Win=31881 Len=0"
"935","26.700864","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=47318 Win=31879 Len=0"
"936","26.701318","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"937","26.719755","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"938","26.721207","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=47436 Win=31877 Len=0"
"939","26.740499","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"940","26.741381","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=47554 Win=31875 Len=0"
"941","26.762929","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=47672 Win=31873 Len=0"
"942","26.771549","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"943","26.781789","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"944","26.798631","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=47790 Win=31871 Len=0"
"945","26.804726","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=47908 Win=31870 Len=0"
"946","26.812636","192.168.88.239","176.32.101.52","TLSv1.2","252","Application Data"
"947","26.838896","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=48106 Win=31866 Len=0"
"948","26.853877","192.168.88.239","176.32.101.52","TLSv1.2","252","Application Data"
"949","26.874473","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"950","26.876835","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=48304 Win=31863 Len=0"
"951","26.904334","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=48422 Win=31861 Len=0"
"952","26.914206","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"953","26.916324","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"954","26.936344","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=48540 Win=31860 Len=0"
"955","26.942124","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=48658 Win=31858 Len=0"
"956","26.946680","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"957","26.956976","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"958","26.967721","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=48776 Win=31856 Len=0"
"959","26.980915","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=48894 Win=31854 Len=0"
"960","27.010387","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"961","27.010592","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"962","27.029185","192.168.88.239","176.32.101.52","TLSv1.2","252","Application Data"
"963","27.033784","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=49130 Win=31850 Len=0"
"964","27.052600","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=49328 Win=31847 Len=0"
"965","27.060128","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"966","27.083364","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=49446 Win=31845 Len=0"
"967","27.094019","192.168.88.239","176.32.101.52","TLSv1.2","252","Application Data"
"968","27.113492","04:95:e6:22:f8:61","01:80:c2:00:00:00","STP","52","Conf. Root = 32768/0/04:95:e6:22:f8:60  Cost = 0  Port = 0x8002"
"969","27.124227","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=49644 Win=31842 Len=0"
"970","27.133042","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"971","27.135370","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"972","27.152962","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=49762 Win=31841 Len=0"
"973","27.158319","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=49880 Win=31839 Len=0"
"974","27.166285","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"975","27.176759","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"976","27.192870","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=49998 Win=31837 Len=0"
"977","27.197416","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"978","27.200188","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=50116 Win=31835 Len=0"
"979","27.218237","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"980","27.219437","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=50234 Win=31833 Len=0"
"981","27.239854","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=65419 Ack=50352 Win=31831 Len=0"
"982","27.249104","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"983","27.268377","176.32.101.52","192.168.88.239","TLSv1.2","345","Application Data"
"984","27.269968","192.168.88.239","176.32.101.52","TLSv1.2","252","Application Data"
"985","27.273761","176.32.101.52","192.168.88.239","TLSv1.2","297","Application Data"
"986","27.274262","176.32.101.52","192.168.88.239","TLSv1.2","745","Application Data"
"987","27.281331","192.168.88.239","176.32.101.52","TCP","54","56710  >  443 [ACK] Seq=50668 Ack=66644 Win=5245 Len=0"
"988","27.326536","192.168.88.239","176.32.101.52","TLSv1.2","118","Application Data"
"989","27.330136","192.168.88.239","176.32.101.52","TLSv1.2","92","Application Data"
"990","27.350648","b8:69:f4:75:d3:a1","dc:4f:22:27:83:c4","ARP","60","Who has 192.168.88.253? Tell 192.168.88.1"
"991","27.351220","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=66644 Ack=50732 Win=31825 Len=0"
"992","27.353414","dc:4f:22:27:83:c4","b8:69:f4:75:d3:a1","ARP","60","192.168.88.253 is at dc:4f:22:27:83:c4"
"993","27.400654","b8:69:f4:75:d3:a1","ff:ff:ff:ff:ff:ff","ARP","60","Who has 192.168.88.237? Tell 192.168.88.1"
"994","27.411157","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=66644 Ack=50770 Win=31825 Len=0"
"995","27.674424","34.235.172.61","192.168.88.253","TCP","60","17273  >  28566 [PSH, ACK] Seq=455 Ack=1299 Win=28944 Len=2"
"996","27.675134","34.235.172.61","192.168.88.253","TCP","102","17273  >  28566 [PSH, ACK] Seq=457 Ack=1299 Win=28944 Len=48"
"997","27.744583","192.168.88.253","34.235.172.61","TCP","172","28566  >  17273 [PSH, ACK] Seq=1299 Ack=505 Win=4665 Len=118"
"998","27.765996","34.235.172.61","192.168.88.253","TCP","60","17273  >  28566 [ACK] Seq=505 Ack=1417 Win=28944 Len=0"
"999","27.835624","176.32.101.52","192.168.88.239","TLSv1.2","1022","Application Data"
"1000","27.835800","176.32.101.52","192.168.88.239","TLSv1.2","1116","Application Data"
"1001","27.837571","192.168.88.239","176.32.101.52","TCP","54","56710  >  443 [ACK] Seq=50770 Ack=68674 Win=5223 Len=0"
"1002","27.842594","176.32.101.52","192.168.88.239","TLSv1.2","1116","Application Data"
"1003","27.842634","176.32.101.52","192.168.88.239","TLSv1.2","243","Application Data"
"1004","27.843078","176.32.101.52","192.168.88.239","TLSv1.2","1116","Application Data"
"1005","27.843205","176.32.101.52","192.168.88.239","TLSv1.2","260","Application Data"
"1006","27.843233","176.32.101.52","192.168.88.239","TLSv1.2","110","Application Data"
"1007","27.845372","192.168.88.239","176.32.101.52","TCP","54","56710  >  443 [ACK] Seq=50770 Ack=70987 Win=5223 Len=0"
"1008","27.847812","192.168.88.239","176.32.101.52","TCP","54","56710  >  443 [ACK] Seq=50770 Ack=71249 Win=5245 Len=0"
"1009","27.950338","192.168.88.239","176.32.101.52","TLSv1.2","351","Application Data"
"1010","27.950763","192.168.88.239","176.32.101.52","TLSv1.2","505","Application Data, Application Data"
"1011","27.970921","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=71249 Ack=51067 Win=31820 Len=0"
"1012","27.972598","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=71249 Ack=51518 Win=31813 Len=0"
"1013","28.037829","176.32.101.52","192.168.88.239","TLSv1.2","197","Application Data"
"1014","28.039112","176.32.101.52","192.168.88.239","TLSv1.2","92","Application Data"
"1015","28.042699","192.168.88.239","176.32.101.52","TCP","54","56710  >  443 [ACK] Seq=51518 Ack=71430 Win=5245 Len=0"
"1016","28.093885","192.168.88.239","176.32.101.52","TLSv1.2","351","Application Data"
"1017","28.094323","192.168.88.239","176.32.101.52","TLSv1.2","468","Application Data"
"1018","28.094521","192.168.88.239","176.32.101.52","TLSv1.2","92","Application Data"
"1019","28.120850","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=71430 Ack=51815 Win=31802 Len=0"
"1020","28.121267","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=71430 Ack=52229 Win=31802 Len=0"
"1021","28.122446","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=71430 Ack=52267 Win=31801 Len=0"
"1022","28.238481","176.32.101.52","192.168.88.239","TLSv1.2","375","Application Data"
"1023","28.260324","176.32.101.52","192.168.88.239","TLSv1.2","197","Application Data"
"1024","28.262131","176.32.101.52","192.168.88.239","TLSv1.2","92","Application Data"
"1025","28.262478","192.168.88.239","176.32.101.52","TCP","54","56710  >  443 [ACK] Seq=52267 Ack=71894 Win=5245 Len=0"
"1026","28.286446","176.32.101.52","192.168.88.239","TLSv1.2","96","Application Data"
"1027","28.287927","192.168.88.239","176.32.101.52","TCP","54","56710  >  443 [ACK] Seq=52267 Ack=71974 Win=5245 Len=0"
"1028","28.290921","176.32.101.52","192.168.88.239","TLSv1.2","92","Application Data"
"1029","28.334207","192.168.88.239","176.32.101.52","TCP","54","56710  >  443 [ACK] Seq=52267 Ack=72012 Win=5245 Len=0"
"1030","28.400686","b8:69:f4:75:d3:a1","ff:ff:ff:ff:ff:ff","ARP","60","Who has 192.168.88.237? Tell 192.168.88.1"
"1031","29.113717","04:95:e6:22:f8:61","01:80:c2:00:00:00","STP","52","Conf. Root = 32768/0/04:95:e6:22:f8:60  Cost = 0  Port = 0x8002"
"1032","29.418722","b8:69:f4:75:d3:a1","ff:ff:ff:ff:ff:ff","ARP","60","Who has 192.168.88.237? Tell 192.168.88.1"
"1033","29.519307","192.168.88.254","18.214.249.225","TLSv1.2","181","Application Data"
"1034","29.546168","18.214.249.225","192.168.88.254","TCP","66","443  >  45474 [ACK] Seq=8118 Ack=2736 Win=34560 Len=0 TSval=2720010562 TSecr=1469590"
"1035","29.559209","34.235.172.61","192.168.88.253","TCP","60","17273  >  28566 [PSH, ACK] Seq=505 Ack=1417 Win=28944 Len=2"
"1036","29.559638","34.235.172.61","192.168.88.253","TCP","86","17273  >  28566 [PSH, ACK] Seq=507 Ack=1417 Win=28944 Len=32"
"1037","29.564915","192.168.88.253","34.235.172.61","TCP","172","28566  >  17273 [PSH, ACK] Seq=1417 Ack=539 Win=4631 Len=118"
"1038","29.587016","34.235.172.61","192.168.88.253","TCP","60","17273  >  28566 [ACK] Seq=539 Ack=1535 Win=28944 Len=0"
"1039","29.592386","18.214.249.225","192.168.88.254","TLSv1.2","347","Application Data"
"1040","29.592519","18.214.249.225","192.168.88.254","TLSv1.2","104","Application Data"
"1041","29.647497","192.168.88.254","18.214.249.225","TCP","66","45474  >  443 [ACK] Seq=2736 Ack=8437 Win=122368 Len=0 TSval=1469603 TSecr=2720010608"
"1042","29.761626","192.168.88.254","192.168.88.1","DNS","79","Standard query 0x6c18 A analysis.vesync.com"
"1043","29.819300","192.168.88.1","192.168.88.254","DNS","171","Standard query response 0x6c18 A analysis.vesync.com CNAME prd-bigdata-490151361.us-east-1.elb.amazonaws.com A 52.1.211.0 A 35.153.239.229"
"1044","29.885844","192.168.88.254","52.1.211.0","TCP","74","41002  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=1469627 TSecr=0 WS=256"
"1045","29.916694","52.1.211.0","192.168.88.254","TCP","74","443  >  41002 [SYN, ACK] Seq=0 Ack=1 Win=26847 Len=0 MSS=1460 SACK_PERM=1 TSval=2859624503 TSecr=1469627 WS=256"
"1046","30.004092","192.168.88.254","52.1.211.0","TCP","66","41002  >  443 [ACK] Seq=1 Ack=1 Win=87808 Len=0 TSval=1469639 TSecr=2859624503"
"1047","30.009418","192.168.88.254","52.1.211.0","TLSv1.2","247","Client Hello"
"1048","30.033969","52.1.211.0","192.168.88.254","TCP","66","443  >  41002 [ACK] Seq=1 Ack=182 Win=28160 Len=0 TSval=2859624621 TSecr=1469639"
"1049","30.035598","52.1.211.0","192.168.88.254","TLSv1.2","1514","Server Hello"
"1050","30.036402","52.1.211.0","192.168.88.254","TCP","1514","443  >  41002 [ACK] Seq=1449 Ack=182 Win=28160 Len=1448 TSval=2859624622 TSecr=1469639 [TCP segment of a reassembled PDU]"
"1051","30.037838","52.1.211.0","192.168.88.254","TCP","1514","443  >  41002 [ACK] Seq=2897 Ack=182 Win=28160 Len=1448 TSval=2859624622 TSecr=1469639 [TCP segment of a reassembled PDU]"
"1052","30.037969","52.1.211.0","192.168.88.254","TLSv1.2","962","Certificate, Server Key Exchange, Server Hello Done"
"1053","30.039701","52.1.211.0","192.168.88.254","TCP","66","[TCP Dup ACK 1048#1] 443  >  41002 [ACK] Seq=5241 Ack=182 Win=28160 Len=0 TSval=2859624626 TSecr=1469639"
"1054","30.123754","192.168.88.254","52.1.211.0","TCP","66","41002  >  443 [ACK] Seq=182 Ack=1449 Win=90624 Len=0 TSval=1469651 TSecr=2859624622"
"1055","30.124972","192.168.88.254","52.1.211.0","TCP","66","41002  >  443 [ACK] Seq=182 Ack=2897 Win=93440 Len=0 TSval=1469651 TSecr=2859624622"
"1056","30.125303","192.168.88.254","52.1.211.0","TCP","66","41002  >  443 [ACK] Seq=182 Ack=4345 Win=96512 Len=0 TSval=1469651 TSecr=2859624622"
"1057","30.125362","192.168.88.254","52.1.211.0","TCP","66","41002  >  443 [ACK] Seq=182 Ack=5241 Win=99328 Len=0 TSval=1469651 TSecr=2859624622"
"1058","30.242765","192.168.88.254","52.1.211.0","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1059","30.245160","192.168.88.254","18.214.249.225","TLSv1.2","295","Application Data"
"1060","30.268726","52.1.211.0","192.168.88.254","TLSv1.2","324","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"1061","30.268845","18.214.249.225","192.168.88.254","TCP","66","443  >  45474 [ACK] Seq=8437 Ack=2965 Win=35584 Len=0 TSval=2720011285 TSecr=1469655"
"1062","30.269195","18.214.249.225","192.168.88.254","TLSv1.2","108","Application Data"
"1063","30.280625","34.235.172.61","192.168.88.253","TCP","60","17273  >  28566 [PSH, ACK] Seq=539 Ack=1535 Win=28944 Len=2"
"1064","30.281352","34.235.172.61","192.168.88.253","TCP","102","17273  >  28566 [PSH, ACK] Seq=541 Ack=1535 Win=28944 Len=48"
"1065","30.345706","192.168.88.253","34.235.172.61","TCP","172","28566  >  17273 [PSH, ACK] Seq=1535 Ack=589 Win=4581 Len=118"
"1066","30.364344","192.168.88.254","52.1.211.0","TLSv1.2","1129","Application Data"
"1067","30.364555","192.168.88.254","18.214.249.225","TLSv1.2","104","Application Data"
"1068","30.369253","34.235.172.61","192.168.88.253","TCP","60","17273  >  28566 [ACK] Seq=589 Ack=1653 Win=28944 Len=0"
"1069","30.376506","18.214.249.225","192.168.88.254","TLSv1.2","132","Application Data"
"1070","30.376632","18.214.249.225","192.168.88.254","TLSv1.2","108","Application Data"
"1071","30.382025","192.168.88.254","18.214.249.225","TCP","66","45474  >  443 [ACK] Seq=3003 Ack=8587 Win=122368 Len=0 TSval=1469676 TSecr=2720011285"
"1072","30.393814","52.1.211.0","192.168.88.254","TLSv1.2","296","Application Data"
"1073","30.393853","52.1.211.0","192.168.88.254","TLSv1.2","100","Application Data"
"1074","30.410735","b8:69:f4:75:d3:a1","ff:ff:ff:ff:ff:ff","ARP","60","Who has 192.168.88.237? Tell 192.168.88.1"
"1075","30.431151","18.214.249.225","192.168.88.254","TCP","66","443  >  45474 [ACK] Seq=8587 Ack=3003 Win=35584 Len=0 TSval=2720011447 TSecr=1469675"
"1076","30.484233","192.168.88.254","52.1.211.0","TCP","66","41002  >  443 [ACK] Seq=1371 Ack=5763 Win=105216 Len=0 TSval=1469687 TSecr=2859624978"
"1077","30.493150","192.168.88.254","18.214.249.225","TLSv1.2","181","Application Data"
"1078","30.519827","18.214.249.225","192.168.88.254","TCP","66","443  >  45474 [ACK] Seq=8587 Ack=3118 Win=35584 Len=0 TSval=2720011536 TSecr=1469687"
"1079","30.533508","34.235.172.61","192.168.88.253","TCP","60","17273  >  28566 [PSH, ACK] Seq=589 Ack=1653 Win=28944 Len=2"
"1080","30.533630","34.235.172.61","192.168.88.253","TCP","86","17273  >  28566 [PSH, ACK] Seq=591 Ack=1653 Win=28944 Len=32"
"1081","30.539025","192.168.88.253","34.235.172.61","TCP","172","28566  >  17273 [PSH, ACK] Seq=1653 Ack=623 Win=4547 Len=118"
"1082","30.578586","34.235.172.61","192.168.88.253","TCP","60","17273  >  28566 [ACK] Seq=623 Ack=1771 Win=28944 Len=0"
"1083","30.578623","18.214.249.225","192.168.88.254","TLSv1.2","339","Application Data"
"1084","30.579784","18.214.249.225","192.168.88.254","TLSv1.2","104","Application Data"
"1085","30.611255","192.168.88.254","18.214.249.225","TCP","66","45474  >  443 [ACK] Seq=3118 Ack=8898 Win=125440 Len=0 TSval=1469699 TSecr=2720011582"
"1086","31.114324","04:95:e6:22:f8:61","01:80:c2:00:00:00","STP","52","Conf. Root = 32768/0/04:95:e6:22:f8:60  Cost = 0  Port = 0x8002"
"1087","31.410783","b8:69:f4:75:d3:a1","ff:ff:ff:ff:ff:ff","ARP","60","Who has 192.168.88.237? Tell 192.168.88.1"
"1088","31.817863","192.168.88.254","18.214.249.225","TLSv1.2","296","Application Data"
"1089","31.844121","18.214.249.225","192.168.88.254","TCP","66","443  >  45474 [ACK] Seq=8898 Ack=3348 Win=36608 Len=0 TSval=2720012860 TSecr=1469820"
"1090","31.844252","18.214.249.225","192.168.88.254","TLSv1.2","108","Application Data"
"1091","31.857442","34.235.172.61","192.168.88.253","TCP","60","17273  >  28566 [PSH, ACK] Seq=623 Ack=1771 Win=28944 Len=2"
"1092","31.858028","34.235.172.61","192.168.88.253","TCP","102","17273  >  28566 [PSH, ACK] Seq=625 Ack=1771 Win=28944 Len=48"
"1093","31.907987","192.168.88.254","18.214.249.225","TLSv1.2","104","Application Data"
"1094","31.929499","192.168.88.253","34.235.172.61","TCP","172","28566  >  17273 [PSH, ACK] Seq=1771 Ack=673 Win=4497 Len=118"
"1095","31.968955","34.235.172.61","192.168.88.253","TCP","60","17273  >  28566 [ACK] Seq=673 Ack=1889 Win=28944 Len=0"
"1096","31.974643","18.214.249.225","192.168.88.254","TLSv1.2","132","Application Data"
"1097","32.028141","192.168.88.254","18.214.249.225","TCP","66","45474  >  443 [ACK] Seq=3386 Ack=8940 Win=125440 Len=0 TSval=1469833 TSecr=2720012860"
"1098","32.029102","192.168.88.254","18.214.249.225","TCP","66","45474  >  443 [ACK] Seq=3386 Ack=9006 Win=125440 Len=0 TSval=1469841 TSecr=2720012990"
"1099","32.146116","192.168.88.254","18.214.249.225","TLSv1.2","181","Application Data"
"1100","32.183544","34.235.172.61","192.168.88.253","TCP","60","17273  >  28566 [PSH, ACK] Seq=673 Ack=1889 Win=28944 Len=2"
"1101","32.183599","34.235.172.61","192.168.88.253","TCP","86","17273  >  28566 [PSH, ACK] Seq=675 Ack=1889 Win=28944 Len=32"
"1102","32.188764","192.168.88.253","34.235.172.61","TCP","172","28566  >  17273 [PSH, ACK] Seq=1889 Ack=707 Win=4463 Len=118"
"1103","32.211687","34.235.172.61","192.168.88.253","TCP","60","17273  >  28566 [ACK] Seq=707 Ack=2007 Win=28944 Len=0"
"1104","32.215618","18.214.249.225","192.168.88.254","TCP","66","443  >  45474 [ACK] Seq=9006 Ack=3501 Win=36608 Len=0 TSval=2720013231 TSecr=1469850"
"1105","32.217095","18.214.249.225","192.168.88.254","TLSv1.2","347","Application Data"
"1106","32.217223","18.214.249.225","192.168.88.254","TLSv1.2","104","Application Data"
"1107","32.268126","192.168.88.254","18.214.249.225","TCP","66","45474  >  443 [ACK] Seq=3501 Ack=9287 Win=128256 Len=0 TSval=1469865 TSecr=2720013233"
"1108","32.268322","192.168.88.254","18.214.249.225","TCP","66","45474  >  443 [ACK] Seq=3501 Ack=9325 Win=128256 Len=0 TSval=1469865 TSecr=2720013233"
"1109","32.428871","b8:69:f4:75:d3:a1","ff:ff:ff:ff:ff:ff","ARP","60","Who has 192.168.88.237? Tell 192.168.88.1"
"1110","32.954505","176.32.101.52","192.168.88.239","TLSv1.2","100","Application Data"
"1111","32.957160","192.168.88.239","176.32.101.52","TCP","54","56710  >  443 [ACK] Seq=52267 Ack=72058 Win=5244 Len=0"
"1112","32.957374","192.168.88.239","176.32.101.52","TLSv1.2","100","Application Data"
"1113","32.983869","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=72058 Ack=52313 Win=31801 Len=0"
"1114","33.113761","04:95:e6:22:f8:61","01:80:c2:00:00:00","STP","52","Conf. Root = 32768/0/04:95:e6:22:f8:60  Cost = 0  Port = 0x8002"
"1115","33.420813","b8:69:f4:75:d3:a1","ff:ff:ff:ff:ff:ff","ARP","60","Who has 192.168.88.237? Tell 192.168.88.1"
"1116","34.221189","192.168.88.239","176.32.101.52","TLSv1.2","351","Application Data"
"1117","34.222041","192.168.88.239","176.32.101.52","TCP","1514","56710  >  443 [ACK] Seq=52610 Ack=72058 Win=5245 Len=1460 [TCP segment of a reassembled PDU]"
"1118","34.222750","192.168.88.239","176.32.101.52","TCP","1514","56710  >  443 [ACK] Seq=54070 Ack=72058 Win=5245 Len=1460 [TCP segment of a reassembled PDU]"
"1119","34.225678","192.168.88.239","176.32.101.52","TCP","1514","56710  >  443 [ACK] Seq=55530 Ack=72058 Win=5245 Len=1460 [TCP segment of a reassembled PDU]"
"1120","34.225759","192.168.88.239","176.32.101.52","TCP","1514","56710  >  443 [ACK] Seq=56990 Ack=72058 Win=5245 Len=1460 [TCP segment of a reassembled PDU]"
"1121","34.225857","192.168.88.239","176.32.101.52","TCP","1514","56710  >  443 [ACK] Seq=58450 Ack=72058 Win=5245 Len=1460 [TCP segment of a reassembled PDU]"
"1122","34.225955","192.168.88.239","176.32.101.52","TLSv1.2","474","Application Data"
"1123","34.232838","192.168.88.239","176.32.101.52","TLSv1.2","332","Application Data"
"1124","34.233780","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"1125","34.244438","192.168.88.239","176.32.101.52","TLSv1.2","332","Application Data"
"1126","34.244633","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=72058 Ack=52610 Win=31796 Len=0"
"1127","34.251479","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=72058 Ack=54070 Win=31773 Len=0"
"1128","34.252592","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=72058 Ack=58450 Win=31675 Len=0"
"1129","34.252629","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=72058 Ack=60330 Win=31675 Len=0"
"1130","34.255611","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=72058 Ack=60608 Win=31671 Len=0"
"1131","34.256602","192.168.88.239","176.32.101.52","TLSv1.2","332","Application Data"
"1132","34.259928","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=72058 Ack=60726 Win=31669 Len=0"
"1133","34.265779","192.168.88.239","176.32.101.52","TLSv1.2","332","Application Data"
